Cms Id,First Name,Last Name,Date Of Birth,Gender,Address,Service Involvement,Local Authority Organisation,Contact Name,Contact Role,Contact Phone,Contact Email,Date Current As Of,Coverage Start Date,Coverage End Date,Coverage Geographic Area,Date Of Most Recent Interaction,Start Date Of Last Involvement
8006855,Jean,Williams,2009-06-26,Female,"849 Marie ridges
Pageburgh
SR8Y 9XR",Current,Tower Hamlets Council,Roger Price,Social Worker,0909 8790733,rprice@towerhamlets.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2021-01-13,2020-08-14
7399787,Paige,Murray,2009-12-03,Female,"Studio 65r
Darren spring
South Lauraport
W53 2RT",Current,Lewisham Council,Dr Max Bryant,Social Worker,(0191) 496 0173,dbryant@lewisham.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2020-12-11,2022-02-22
9512350,Elliot,Benson,2006-05-28,Male,"Studio 57S
Daly heights
New Bethany
PO0A 5WF",Current,Hackney Council,Ms Carole Bishop,Social Worker,(0115)4960980,mbishop@hackney.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2020-05-18,2022-02-12
7334337,Frank,Watts,2009-11-16,Male,"9 Joan ramp
East Kimhaven
LL31 7EG",Current,Greenwich Council,Craig Cartwright-Dale,Social Worker,+44(0)1614960472,ccartwright-dale@greenwich.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2020-02-22,2019-10-08
7096496,Duncan,Hill,2017-01-30,Male,"Flat 8
Leah ford
Williamsland
WC89 0TX",Historic,Bromley Council,Mr Julian Ford,Social Worker,(0306)9990366,mford@bromley.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2022-01-04,2018-02-10
1573487,Gary,Wallace,2011-03-02,Male,"Studio 07
Josh union
Hazelland
SO5H 0NZ",Historic,Lewisham Council,Oliver Grant,Social Worker,+449098790017,ogrant@lewisham.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2021-06-19,2019-03-14
8489273,Georgina,Jordan,2010-05-20,Female,"89 Clayton skyway
North Maurice
FK9N 4NS",Historic,Ealing Council,Carl Ellis,Social Worker,0117 4960500,cellis@ealing.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2019-01-14,2018-11-08
7922090,Hannah,Taylor,2012-05-27,Female,"4 Paul well
West Stuart
HA8 9AG",Historic,Wandsworth Council,Dr Danny Howard,Social Worker,(01632)960142,dhoward@wandsworth.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2020-08-22,2021-01-12
8031671,Edward,Lane,2006-05-25,Male,"Flat 13
Carr road
East Michael
M46 8DL",Historic,Havering Council,Martin Simmons,Social Worker,+44(0)1514960916,msimmons@havering.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2022-02-28,2019-11-06
4953454,Kayleigh,Smith,2017-09-15,Female,"Studio 0
Carolyn forge
South Georgina
WC3M 6XL",Historic,Havering Council,Cheryl Smith-Stevenson,Social Worker,(01632) 960774,csmith-stevenson@havering.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2019-12-28,2020-06-22
6588439,Paige,Rhodes,2006-05-10,Female,"1 Gordon mountain
New Pamela
DT35 0FB",Current,Waltham Forest Council,Mrs Eileen King,Social Worker,+441514960030,mking@walthamforest.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2020-01-10,2019-10-13
7038057,Irene,Thomas,2016-04-13,Female,"92 Phillips lodge
North Nicole
S1 3DX",Historic,Newham Council,Gillian Wilkinson,Social Worker,0113 4960292,gwilkinson@newham.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2019-12-21,2019-03-26
8260407,Clive,Knight,2012-04-05,Male,"Studio 35
Ricky center
Port Josephine
WF4B 3UF",Historic,Brent Council,Mrs Josephine Rhodes,Social Worker,+44808 157 0040,mrhodes@brent.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2018-04-29,2021-04-12
7791849,Matthew,Marshall,2011-08-01,Male,"Studio 50X
Duncan key
Carolineland
SL67 1WR",Current,Wandsworth Council,Kelly Wallace,Social Worker,+44141 4960836,kwallace@wandsworth.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2020-09-21,2019-08-10
7823476,Hilary,Day,2007-01-08,Female,"Flat 7
Louise turnpike
Alanhaven
HD5E 0HY",Historic,Merton Council,Glenn Davies-Taylor,Social Worker,+441174960101,gdavies-taylor@merton.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2019-02-12,2018-05-26
8504938,Joshua,Kelly,2016-01-15,Male,"3 Brett crossroad
North Carolstad
B5G 6DQ",Historic,Lewisham Council,Ms Barbara Johnson,Social Worker,0289018748,mjohnson@lewisham.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2021-10-28,2019-08-30
1022948,Owen,Ball,2015-06-26,Male,"34 Coates mountains
New Ritashire
KA4 5SE",Historic,Hillingdon Council,Miss Joan Anderson,Social Worker,0289018409,manderson@hillingdon.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2020-04-05,2021-10-21
4188909,Glenn,Smith,2017-08-10,Male,"Flat 4
Davies inlet
Brookesborough
NG9 9NP",Historic,Waltham Forest Council,Maria Bennett,Social Worker,+44(0)191 496 0879,mbennett@walthamforest.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2020-10-27,2022-08-07
6108483,Russell,Hooper,2007-08-26,Male,"785 Alexander junction
Susanhaven
W1 8DL",Current,Waltham Forest Council,Conor Reid,Social Worker,01914960920,creid@walthamforest.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2019-11-01,2019-05-25
4075421,Alan,Bryan,2009-03-01,Male,"9 Philip falls
Port John
LD4Y 6EZ",Current,Islington Council,Rosemary Cunningham,Social Worker,(020)74960764,rcunningham@islington.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2020-09-23,2020-12-18
4137288,Allan,McDonald,2007-07-09,Male,"76 Simon way
New Amelia
NR3 9HY",Current,Bromley Council,Mitchell Burns,Social Worker,01134960391,mburns@bromley.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2018-10-30,2021-11-27
9603397,Elliot,Robson,2008-02-18,Male,"9 Wright heights
Ashleighview
NP0 6TU",Current,Bexley Council,Dr Hugh Preston,Social Worker,+4428 9018 0950,dpreston@bexley.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2021-07-09,2020-03-03
8737213,Denis,Taylor,2006-10-10,Male,"9 Frank pines
South Jack
WC7 4SQ",Historic,Croydon Council,Dr Joanne Evans,Social Worker,(0115) 496 0709,devans@croydon.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2022-05-18,2020-05-08
3022859,Ronald,Pearce,2017-08-06,Male,"Flat 9
Beverley union
North Susanside
N1 2PF",Current,Barnet Council,Malcolm Donnelly,Social Worker,(0115) 496 0012,mdonnelly@barnet.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2018-03-01,2021-12-14
3309055,Jade,Wright,2011-10-29,Female,"38 Rebecca walk
New Leannetown
HP5 4SL",Historic,Bromley Council,Joseph Hughes,Social Worker,+44(0)1414960938,jhughes@bromley.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2022-02-12,2018-10-22
3761633,Alexandra,Long,2012-09-22,Female,"3 Sharon square
North Irene
L3 7TD",Current,Bromley Council,Miss Jasmine Morris,Social Worker,029 2018627,mmorris@bromley.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2018-07-24,2021-11-14
1115070,Adam,Martin,2008-03-04,Male,"Studio 13
Nicholson fall
Jemmaville
PR3Y 4QY",Historic,Harrow Council,Andrew Fisher,Social Worker,+44117 496 0045,afisher@harrow.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2019-05-08,2022-05-14
1252365,Megan,Foster,2014-08-18,Female,"563 Adam mission
Garryport
FK4V 0XZ",Current,Bromley Council,Lucy Chamberlain,Social Worker,028 9018 0907,lchamberlain@bromley.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2018-05-26,2019-01-08
6205473,Melanie,Watson,2017-05-09,Female,"Studio 63k
Jean summit
Lake Iain
S48 3NR",Historic,Waltham Forest Council,Dr Jemma Clarke,Social Worker,+44121 4960237,dclarke@walthamforest.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2022-06-27,2020-11-21
4288229,Louis,Hunt,2009-07-29,Male,"Flat 65
Edward station
Port Victoriaside
NR54 8YX",Current,Redbridge Council,Barbara James,Social Worker,(0117)4960852,bjames@redbridge.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2018-01-30,2018-01-26
2070836,Ian,Davies,2008-10-08,Male,"Flat 4
Smith parkways
Edwardsside
S0C 4SZ",Historic,Lambeth Council,Laura Charlton-Hunt,Social Worker,01214960858,lcharlton-hunt@lambeth.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2019-10-25,2020-07-23
4426931,Olivia,Allen,2008-01-27,Female,"Flat 86
Stone common
South Maryfurt
N82 2NL",Historic,Barnet Council,Dr Philip Cook,Social Worker,+441632 960 638,dcook@barnet.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2021-10-23,2022-06-22
9156821,Rebecca,Hodgson,2011-08-03,Female,"Studio 0
Hughes gateway
Simonshire
B5C 3AS",Current,Wandsworth Council,Wendy Harrison-Baxter,Social Worker,0131 4960663,wharrison-baxter@wandsworth.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2021-05-30,2021-04-04
5874285,Bradley,Thompson,2006-08-28,Male,"Flat 93
Hollie ford
Smithhaven
EX78 5QQ",Current,Hounslow Council,Dr Craig Burton,Social Worker,0131 496 0857,dburton@hounslow.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2019-08-22,2019-03-01
4535366,Terry,Bradley,2007-09-29,Male,"Studio 88c
Thompson fort
Port Dorothy
WS32 7JZ",Historic,Bexley Council,Mrs Jane Murphy,Social Worker,01214960056,mmurphy@bexley.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2020-12-01,2021-08-29
2994540,Aimee,Ahmed,2006-05-13,Female,"Flat 06q
Peter island
Samanthaton
L7 0BA",Historic,Wandsworth Council,Hazel Steele-Poole,Social Worker,(0117)4960147,hsteele-poole@wandsworth.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2019-01-12,2019-03-02
4707094,Sarah,Howe,2012-10-18,Female,"Studio 9
Ruth estates
East John
W7J 4PR",Historic,Barnet Council,Henry Miles-Stewart,Social Worker,03069990136,hmiles-stewart@barnet.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2020-05-10,2020-12-12
7504492,Heather,Yates,2006-12-28,Female,"Studio 4
Thomson road
Lake Royberg
E5 0QR",Historic,Westminster Council,Kathryn Edwards,Social Worker,+44(0)306 999 0618,kedwards@westminster.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2019-10-31,2019-10-24
3943480,Louise,Richards,2010-07-05,Female,"Studio 92R
Adams streets
South Christopher
E6 6FB",Historic,Croydon Council,Dr Jordan Ward,Social Worker,(0116) 4960615,dward@croydon.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2018-02-07,2019-11-22
1713006,Andrea,Lee,2007-08-31,Female,"Studio 37U
Yvonne plaza
Port Jeremyville
WD9 2BS",Historic,Enfield Council,Lesley Walker,Social Worker,+44909 8790290,lwalker@enfield.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2019-10-02,2020-03-29
5006030,Lynda,Sheppard,2010-01-08,Female,"50 Amelia underpass
Lake Diana
B31 1DR",Current,Lambeth Council,Holly Swift,Social Worker,+44161 496 0259,hswift@lambeth.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2022-02-22,2019-01-24
9884741,Benjamin,Miller,2006-06-01,Male,"94 Doyle canyon
Haynesstad
NN95 2SZ",Historic,Bromley Council,Lawrence Parsons-King,Social Worker,0161 496 0204,lparsons-king@bromley.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2018-10-18,2018-10-06
6487789,Jack,Bennett,2009-11-06,Male,"Studio 0
Laura expressway
Jarvisland
W6 4DT",Historic,Greenwich Council,Paul Roberts,Social Worker,020 74960772,proberts@greenwich.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2022-03-21,2020-03-31
1177119,Elliott,Palmer,2012-05-31,Male,"Studio 37
Lowe camp
Jordanland
BR3V 4YA",Historic,Hackney Council,Michael Marshall,Social Worker,+441632 960314,mmarshall@hackney.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2018-04-18,2022-07-24
1066325,Adam,Clark,2011-10-16,Male,"Studio 1
Gillian walk
South John
LD4 3HG",Current,Bexley Council,Kieran Allan,Social Worker,(0117) 4960535,kallan@bexley.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2018-04-11,2019-04-07
1956381,Karen,Bradshaw,2012-05-01,Female,"Flat 12s
Williams hills
Port Alexborough
G9J 1EY",Historic,Havering Council,Miss Georgia Graham,Social Worker,(0151) 496 0026,mgraham@havering.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2022-09-09,2019-01-08
2791863,Albert,Reid,2006-10-03,Male,"Studio 0
Ali circle
South Dianaborough
N40 9ZD",Current,Greenwich Council,Christian Booth,Social Worker,(01632) 960 196,cbooth@greenwich.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2018-06-09,2022-01-29
1799744,Deborah,Smith,2017-12-13,Female,"354 Joanne avenue
Barkerview
W6C 3AX",Historic,Hackney Council,Kieran Potts,Social Worker,03069990432,kpotts@hackney.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2021-02-15,2022-07-05
9660985,Jeffrey,Akhtar,2015-06-17,Male,"49 Deborah spur
New Howardview
E1 7YU",Historic,Newham Council,Shannon Hooper,Social Worker,+44(0)141 496 0348,shooper@newham.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2019-04-23,2018-10-31
8589612,Ben,Atkinson,2006-12-05,Male,"190 Jayne flat
Henryside
L4S 2BB",Current,Ealing Council,Molly Allen,Social Worker,01614960274,mallen@ealing.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2021-08-10,2018-06-11
9525231,Holly,Sutton,2008-10-17,Female,"36 Smith landing
North Carolyn
NG6 0ZF",Historic,Barnet Council,Frederick Kent,Social Worker,(0118) 496 0849,fkent@barnet.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2020-08-06,2020-05-18
5435258,Elliott,Nixon,2006-09-05,Male,"734 Edward common
West Guy
BD6R 4WE",Historic,Hounslow Council,Tracy Walsh,Social Worker,0151 496 0312,twalsh@hounslow.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2020-08-03,2019-03-16
4135191,Rebecca,Manning,2006-06-29,Female,"Studio 01
Donald roads
East Kimberleyberg
L3 1RZ",Historic,Hillingdon Council,Ms Joanna Davis,Social Worker,+44(0)1514960512,mdavis@hillingdon.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2019-08-02,2019-07-11
1550065,Christopher,Webb,2009-05-18,Male,"Flat 45
Leonard drives
Port Martin
SR60 2SN",Historic,Sutton Council,Vanessa Arnold,Social Worker,(0121) 496 0942,varnold@sutton.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2019-02-06,2020-10-30
1756482,Ashley,Khan,2014-08-08,Male,"Flat 7
Beth greens
Harristown
SY3N 4YB",Historic,Harrow Council,Ellie Perry-Reid,Social Worker,(0113) 496 0252,eperry-reid@harrow.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2021-02-11,2018-12-22
3621302,Nigel,Hall,2017-10-11,Male,"Flat 3
Hutchinson squares
Harrisonland
RM88 7BG",Historic,Bexley Council,Tom Mason,Social Worker,(029)2018860,tmason@bexley.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2022-09-12,2019-10-22
1483165,Ashley,Jones,2009-02-17,Male,"33 Alison burgs
North Steven
KY9 4SB",Current,Hillingdon Council,Alexander Ellis,Social Worker,0151 4960862,aellis@hillingdon.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2020-07-02,2022-03-13
1686352,Frederick,Robinson,2009-05-15,Male,"Studio 1
Browne corner
New Amber
N41 7ZX",Current,Havering Council,Wayne Smith,Social Worker,01632 960811,wsmith@havering.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2020-09-29,2019-02-01
9057197,Alice,Barton,2011-07-19,Female,"Flat 97c
Morton ridges
Lake Katherine
WS7 8PZ",Current,Lambeth Council,Tom Phillips,Social Worker,+44116 496 0141,tphillips@lambeth.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2019-02-14,2019-01-17
3151888,Susan,Turner,2011-02-25,Female,"735 Hutchinson manors
Wallaceborough
PR62 2RQ",Historic,Wandsworth Council,Mrs Anna Gill,Social Worker,028 9018883,mgill@wandsworth.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2018-12-02,2020-12-06
8524341,Kerry,Sykes,2015-02-23,Female,"Studio 4
Julie motorway
West Lynda
B7 6QL",Current,Greenwich Council,Charlene Jackson-Wilson,Social Worker,020 7946 0537,cjackson-wilson@greenwich.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2020-07-04,2021-07-17
4323744,Hannah,Young,2016-11-26,Female,"277 Samuel avenue
Gerardstad
EH92 0GP",Current,Croydon Council,Caroline Owen,Social Worker,+44161 496 0639,cowen@croydon.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2018-02-12,2021-01-05
3818273,Rosie,Humphries,2015-06-09,Female,"Studio 01r
Smith lakes
Port Francescahaven
M4 3BS",Current,Harrow Council,Kieran Watts,Social Worker,(01632) 960 765,kwatts@harrow.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2020-06-26,2018-04-11
7607472,Debra,Patel,2008-04-10,Female,"8 Abigail loaf
West Rachelhaven
G4 3NZ",Historic,Tower Hamlets Council,Mr Glen Marshall,Social Worker,0306 999 0281,mmarshall@towerhamlets.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2019-07-21,2018-08-05
9095841,Ann,Watkins,2008-05-30,Female,"Flat 28
Robinson avenue
Lake Conor
B8U 4LW",Historic,Hillingdon Council,Ashleigh Harrison,Social Worker,(01632)960363,aharrison@hillingdon.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2019-11-24,2021-09-25
8342731,Charlene,Bailey,2007-08-17,Female,"Flat 21
Young lights
New Adrian
TW51 0XR",Current,Merton Council,Ms Angela Clark,Social Worker,0909 879 0270,mclark@merton.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2019-01-20,2021-09-18
6633660,Natasha,Norton,2017-03-28,Female,"5 Marshall rue
Kerrmouth
DN6 5WJ",Historic,Havering Council,Miss Andrea Wood,Social Worker,+44(0)29 2018 0978,mwood@havering.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2022-08-27,2022-04-03
8066755,Michael,Johnson,2015-04-17,Male,"12 Glen shore
Gardnerville
S1 8TF",Current,Ealing Council,Dr Christine Gardiner,Social Worker,0161 496 0229,dgardiner@ealing.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2021-08-28,2018-09-16
2599356,Elliott,Thomas,2015-02-06,Male,"Studio 12
Roberts brooks
Williamsburgh
E30 8LJ",Historic,Westminster Council,George Jordan-White,Social Worker,+441174960006,gjordan-white@westminster.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2018-04-23,2018-01-12
5612835,Charlie,Baker,2013-05-24,Male,"41 Andrews mountains
West Michael
E3 1UT",Current,Merton Council,Albert Hill,Social Worker,(0131) 496 0174,ahill@merton.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2018-05-11,2021-07-19
9597416,Kieran,Nicholson,2009-03-23,Male,"Flat 10b
Kimberley crossing
New Leanne
SK6X 6TD",Current,Bexley Council,Mr Matthew Thomson,Social Worker,(0118) 4960949,mthomson@bexley.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2018-08-25,2020-12-26
2289433,Christian,Warner,2007-06-21,Male,"88 Cooper underpass
Greenland
HR0 3EB",Historic,Merton Council,Tina Houghton,Social Worker,+44(0)118 4960678,thoughton@merton.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2022-07-06,2019-06-09
1381400,Jacob,O'Connor,2006-01-26,Male,"Flat 42
Hannah lodge
Janeshire
S1G 7PJ",Current,Ealing Council,Melanie Dixon,Social Worker,+44(0)115 496 0810,mdixon@ealing.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2022-08-14,2018-10-12
7340821,Heather,Harrison,2015-06-02,Female,"Studio 25e
Jodie vista
Whitehaven
MK9 7SR",Historic,Bexley Council,Garry Taylor,Social Worker,+44116 4960863,gtaylor@bexley.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2018-12-28,2021-05-24
1110931,Callum,Williams,2010-08-30,Male,"Flat 47o
Joshua via
South Michelleshire
TR85 8WU",Historic,Wandsworth Council,Connor Green,Social Worker,+44(0)131 4960619,cgreen@wandsworth.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2018-10-14,2018-10-13
8783376,Hayley,Clarke,2013-07-05,Female,"81 Gareth field
Smithfort
W6 0EX",Historic,Brent Council,Graeme Spencer,Social Worker,(01632)960271,gspencer@brent.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2019-08-02,2021-04-01
9697399,Reece,Hussain,2017-09-10,Male,"792 Gemma shores
South Cheryltown
M5 9NF",Historic,Islington Council,Bryan Davis,Social Worker,(0114) 4960075,bdavis@islington.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2022-08-10,2018-09-03
8462832,Shannon,Patel,2016-02-18,Female,"Flat 0
Clive cliffs
West Susan
M7 9ZS",Historic,Havering Council,Jacqueline Day,Social Worker,01154960764,jday@havering.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2018-01-09,2021-11-13
6754697,Lucy,Bentley,2014-02-26,Female,"86 Quinn flats
Paulineborough
WD24 8UR",Historic,Westminster Council,Sally Williams,Social Worker,+44(0)306 999 0924,swilliams@westminster.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2022-08-13,2022-09-25
5830209,David,Lloyd,2015-11-11,Male,"388 Baldwin court
Jamesfurt
DA8Y 0NZ",Current,Sutton Council,Lewis Kay,Social Worker,+44(0)1632 960 851,lkay@sutton.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2022-07-22,2018-03-10
5606370,Mitchell,Quinn,2011-02-28,Male,"Studio 10o
Jack canyon
Parsonsfurt
B67 7ZD",Current,Westminster Council,Ian Chamberlain,Social Worker,0116 4960340,ichamberlain@westminster.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2022-06-24,2021-12-12
4849989,Sharon,Ward,2015-06-01,Female,"Studio 9
Smith greens
Turnerburgh
E8 2YL",Current,Bexley Council,Lydia Bennett,Social Worker,+441514960931,lbennett@bexley.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2020-11-28,2020-10-27
9416501,Amanda,King,2012-05-22,Female,"Studio 79
Clarke club
Sylviatown
PE3W 5TZ",Historic,Islington Council,Helen Ellis,Social Worker,0909 879 0382,hellis@islington.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2020-09-20,2021-12-11
6101210,Marcus,McLean,2013-06-02,Male,"Studio 6
Williams streets
East Jillport
HG6 9BJ",Current,Newham Council,Karen Wade-Lawrence,Social Worker,+44(0)113 4960833,kwade-lawrence@newham.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2020-09-13,2021-04-11
2401546,Katherine,Russell,2016-08-04,Female,"540 Armstrong via
Leestad
B9 8ZU",Historic,Camden Council,Ms Emma Smith,Social Worker,(0115)4960322,msmith@camden.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2022-02-06,2021-09-29
6319167,Nigel,Smith,2010-07-28,Male,"634 Norman park
Newmanbury
SA07 2ET",Historic,Croydon Council,Adrian Ashton-Knight,Social Worker,+44(0)151 4960751,aashton-knight@croydon.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2018-08-17,2020-05-02
9858053,Andrea,Adams,2008-10-03,Female,"524 Payne crest
Port Kathleen
W8T 9NB",Current,Lambeth Council,Mr Paul Dixon,Social Worker,0118 4960224,mdixon@lambeth.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2020-02-02,2021-10-15
2646542,Scott,Smith,2013-06-13,Male,"Studio 69
Lee corner
South Eleanorborough
UB4M 7UN",Current,Brent Council,Neil Jones,Social Worker,0808 157 0235,njones@brent.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2018-11-27,2020-06-05
3924944,Lorraine,Wilkins,2014-09-22,Female,"1 Stevens fall
Warrenville
W97 6BQ",Current,Croydon Council,Hannah Harvey,Social Worker,(0131) 496 0469,hharvey@croydon.gov.uk,2022-10-15 00:00:00,2018-01-01 00:00:00,2022-09-30 00:00:00,test,2019-04-07,2020-12-01
